Entity,Code,Year,Other renewables (including geothermal and biomass) - TWh,Biofuels consumption - TWh,Solar consumption - TWh,Wind consumption - TWh,Hydro consumption - TWh,Nuclear consumption - TWh,Gas consumption - TWh,Coal consumption - TWh,Oil consumption - TWh
Kazakhstan,KAZ,2006,0,,0,0,22.103302,0,66.522194,329.56393,127.97231
Kazakhstan,KAZ,2007,0,,0,0,23.105639,0,81.16604,362.14423,138.73294
Kazakhstan,KAZ,2008,0,,0,0,20.962551,0,85.557655,392.9506,138.67581
Kazakhstan,KAZ,2009,0,,0,0,19.211357,0,80.93388,359.7931,112.725655
Kazakhstan,KAZ,2010,0,0,0,0,22.265757,0,87.56788,388.25568,116.29826
Kazakhstan,KAZ,2011,0,0,0,0.0004055222,21.747364,0,98.736694,422.64,154.12175
Kazakhstan,KAZ,2012,0,0,0.000057580553,0.0073072496,20.94089,0,107.33574,440.26526,164.62047
Kazakhstan,KAZ,2013,0,0,0.0021459945,0.01239711,21.06956,0,111.82619,435.88074,167.67262
Kazakhstan,KAZ,2014,0,0,0.0033565834,0.035936665,22.384817,0,148.29568,430.71915,171.70679
Kazakhstan,KAZ,2015,0.0015194889,0,0.12433722,0.35472444,24.961674,0,138.02618,318.00595,160.7189
Kazakhstan,KAZ,2016,0.0059375,0,0.23665832,0.7361391,31.109222,0,150.1451,371.23032,167.99368
Kazakhstan,KAZ,2017,0.006844722,0,0.24655667,0.9042097,29.833555,0,167.25644,407.11954,171.3093
Kazakhstan,KAZ,2018,0.007751944,0,0.37374496,1.0194386,27.452955,0,166.70808,423.42175,184.09743
Kazakhstan,KAZ,2019,0.015856,0,1.0312475,1.8639841,26.343008,0,197.04109,400.9196,186.80057
Kazakhstan,KAZ,2020,0.020834887,0,3.2499535,2.7015624,25.369024,0,176.56163,379.28656,164.21024
Kazakhstan,KAZ,2021,0.008185778,0,4.2627482,4.570457,24.095587,0,216.16681,389.98877,175.65327
Kazakhstan,KAZ,2022,0.0065835277,0,4.4195566,6.5975223,24.002531,0,217.13852,398.66843,216.29573
Kazakhstan,KAZ,1985,,,,,15.4073105,0,90.23375,443.4984,246.88788
Kazakhstan,KAZ,1986,,,,,14.139703,0,109.256,465.9676,224.8873
Kazakhstan,KAZ,1987,,,,,16.949348,0,114.1335,484.1569,217.35507
Kazakhstan,KAZ,1988,,,,,20.673763,0,119.010994,505.0211,218.25153
Kazakhstan,KAZ,1989,,,,,21.562393,0.28842247,122.912994,482.01697,222.71521
Kuwait,KWT,1990,0,,0,0,0,0,39.805,,51.687668
Kuwait,KWT,1991,0,,0,0,0,0,4.75,,41.370697
Kuwait,KWT,1992,0,,0,0,0,0,24.89,,56.785267
Kuwait,KWT,1993,0,,0,0,0,0,51.489998,,48.682903
Kuwait,KWT,1994,0,,0,0,0,0,56.714996,,60.219498
Kuwait,KWT,1995,0,,0,0,0,0,88.141,,62.408756
Kuwait,KWT,1996,0,,0,0,0,0,88.369,,60.651096
Kuwait,KWT,1997,0,,0,0,0,0,88.065,,66.98625
Kuwait,KWT,1998,0,,0,0,0,0,90.1645,,100.8192
Kuwait,KWT,1999,0,,0,0,0,0,82.535995,,115.72912
Kuwait,KWT,2000,0,,0,0,,0,91.2,0.00028987223,120.74285
Kuwait,KWT,2001,0,,0,0,,0,90.25,0.0007562556,124.05458
Kuwait,KWT,2002,0,,0,0,,0,82.744995,0.0032793332,144.08128
Kuwait,KWT,2003,0,,0,0,,0,95,0.0010898722,176.08961
Kuwait,KWT,2004,0,,0,0,,0,103.549995,0.0009850917,199.28773
Kuwait,KWT,2005,0,,0,0,,0,116.84999,0,217.24307
Kuwait,KWT,2006,0,,0,0,,0,117.895,0.027147556,203.20848
Kuwait,KWT,2007,0,,0,0,,0,106.96999,0.0046203053,204.98569
Kuwait,KWT,2008,0,,0,0,,0,120.649994,0.0078150835,216.8124
Kuwait,KWT,2009,0,,0,0,,0,118.46112,0,230.92212
Kuwait,KWT,2010,0,,0,0,,0,139.75537,0.044709165,253.16435
Kuwait,KWT,2011,0,,0,0,,0,158.57924,0.15746082,244.82922
Kuwait,KWT,2012,0,,0,0,,0,175.31842,0.75596887,238.8032
Kuwait,KWT,2013,0,,0.00049602496,0,,0,177.70389,3.1863277,243.75171
Kuwait,KWT,2014,0,,0.008880416,0,,0,178.71143,2.532947,250.59604
Kuwait,KWT,2015,0,,0.0137072215,0,,0,203.22707,2.099681,243.41908
Kuwait,KWT,2016,0,,0.13067694,0,,0,211.49913,2.5887494,229.07022
Kuwait,KWT,2017,0,,0.13640167,0.005216139,,0,210.27515,1.959468,238.52719
Kuwait,KWT,2018,0,,0.14078972,0.0051856386,,0,211.52235,2.1999168,247.83481
Kuwait,KWT,2019,0,,0.15430444,0.009600221,,0,183.73247,2.019391,234.26854
Kuwait,KWT,2020,0,,0.15415888,0.012519528,,0,179.13583,0.3588136,217.71255
Kuwait,KWT,2021,0,,0.5477139,0.01243961,,0,197.58406,0.75288326,217.89218
Kuwait,KWT,2022,0,,0.54571664,0.01239425,,0,217.85663,1.2527883,223.79607
Kuwait,KWT,1965,,,,,0,0,17.2615,,61.960056
Kuwait,KWT,1966,,,,,0,0,22.609999,,60.271442
Kuwait,KWT,1967,,,,,0,0,25.726,,58.632427
Kuwait,KWT,1968,,,,,0,0,31.720499,,57.05615
Kuwait,KWT,1969,,,,,0,0,35.406498,,55.53032
Kuwait,KWT,1970,,,,,0,0,19.3515,,54.056026
Kuwait,KWT,1971,,,,,0,0,19.987999,,53.16879
Kuwait,KWT,1972,,,,,0,0,23.626501,,57.331783
Kuwait,KWT,1973,,,,,0,0,26.467,,54.197147
Kuwait,KWT,1974,,,,,0,0,27.8445,,49.556572
Kuwait,KWT,1975,,,,,0,0,30.514,,38.492832
Kuwait,KWT,1976,,,,,0,0,36.708,,45.590458
Kuwait,KWT,1977,,,,,0,0,40.0235,,44.11577
Kuwait,KWT,1978,,,,,0,0,44.8495,,47.563553
Kuwait,KWT,1979,,,,,0,0,59.3845,,53.342728
Kuwait,KWT,1980,,,,,0,0,38.6745,,46.04957
Kuwait,KWT,1981,,,,,0,0,44.498,,64.21076
Kuwait,KWT,1982,,,,,0,0,34.912502,,72.00998
Kuwait,KWT,1983,,,,,0,0,38.3325,,79.70098
Kuwait,KWT,1984,,,,,0,0,41.572,,84.21019
Kuwait,KWT,1985,,,,,0,0,39.899998,,80.65508
Kuwait,KWT,1986,,,,,0,0,54.435,,83.613396
Kuwait,KWT,1987,,,,,0,0,45.41,,82.10621
Kuwait,KWT,1988,,,,,0,0,64.979996,,79.01365
Kuwait,KWT,1989,,,,,0,0,77.52,,77.53027
Latvia,LVA,1990,0,0,0,0,13.294623,0,25.685595,8.239855,39.246185
Latvia,LVA,1991,0,0,0,0,9.684139,0,24.720257,7.22223,38.05292
Latvia,LVA,1992,0,0,0,0,7.45457,0,14.120452,6.353469,29.106192
Latvia,LVA,1993,0,0,0,0,8.504301,0,8.830015,5.8068585,26.014383
Latvia,LVA,1994,0,0,0,0,9.772849,0,8.830015,4.3682275,24.651974
Latvia,LVA,1995,0,0,0,0,8.684677,0,10.590339,3.1075358,22.18566
Latvia,LVA,1996,0,0,0,0.002957,5.5,0,9.705444,2.9133148,23.343493
Latvia,LVA,1997,0,0,0,0.005913972,8.731989,0,9.705444,2.602794,20.726149
Latvia,LVA,1998,0,0,0,0.005913972,12.762365,0,10.978367,1.920113,19.795252
Latvia,LVA,1999,0,0,0,0.005913972,8.152419,0,10.5146265,1.4839879,18.437328
Latvia,LVA,2000,0,0,0,0.014784943,8.3357525,0,12.73396,1.530508,15.139174
Latvia,LVA,2001,0.009576611,0,0,0.008813362,8.322753,0,13.24029,1.4281639,17.654846
Latvia,LVA,2002,0.03192194,0,0,0.032107223,7.192008,0,15.085792,1.15137,17.52924
Latvia,LVA,2003,0.07661278,0,0,0.13920583,6.571681,0,15.005345,1.0327438,17.693226
Latvia,LVA,2004,0.121303886,0,0,0.14120084,8.959056,0,16.562193,0.78153604,18.990347
Latvia,LVA,2005,0.1340725,0.030833334,0,0.13458055,9.523714,0,16.088987,0.94086695,20.104658
Latvia,LVA,2006,0.13726471,0.035441946,0,0.13088861,7.676902,0,16.62844,1.008321,18.92615
Latvia,LVA,2007,0.1340725,0.020555556,0,0.14986388,7.727888,0,16.088987,1.246736,20.558056
Latvia,LVA,2008,0.14364916,0.020555556,0,0.16298333,8.736471,0,15.757743,1.2425,20.178953
Latvia,LVA,2009,0.15322582,0.050328333,0,0.13405028,9.654406,0,14.451695,0.9941667,18.382898
Latvia,LVA,2010,0.21068555,0.31260666,0,0.13600333,9.770037,0,17.234144,1.2677777,20.73869
Latvia,LVA,2011,0.38306445,0.28460777,0.00055173057,0.19586444,7.964236,0,15.180432,1.2866666,19.040625
Latvia,LVA,2012,0.9193547,0.24916582,0.0005483861,0.29612887,10.145162,0,14.271877,1.0666666,19.013836
Latvia,LVA,2013,1.6024864,0.24916582,0.0005450833,0.3243247,7.936416,0,14.062125,0.845,19.216606
Latvia,LVA,2014,2.1355846,0.27999914,0.00054181943,0.27361888,5.4019413,0,12.637625,0.69666666,19.32151
Latvia,LVA,2015,2.454805,0.28460777,0.00053859444,0.39586693,5.030472,0,12.7435,0.5447222,20.291126
Latvia,LVA,2016,2.6271842,0.14816222,0.0010226277,0.34801498,6.770228,0,13.195875,0.47583333,20.932833
Latvia,LVA,2017,2.970793,0.12568666,0.0011709667,0.39919358,11.658101,0,11.963875,0.48027778,21.379055
Latvia,LVA,2018,3.012531,0.44067052,0.003368,0.32287914,6.4332685,0,13.715625,0.56361115,19.072533
Latvia,LVA,2019,2.960514,0.4159947,0.008269056,0.40593722,5.555454,0,13.118875,0.47666666,21.895447
Latvia,LVA,2020,2.7606118,0.5595716,0.012729611,0.46443832,6.836341,0,10.731875,0.28249997,19.206448
Latvia,LVA,2021,2.7510226,0.5618936,0.017785555,0.3700922,7.085427,0,11.588499,0.21888888,19.805117
Latvia,LVA,2022,2.5566194,0.4201811,0.017720694,0.5076891,7.172395,0,8.10425,0.23761277,20.65343
Latvia,LVA,1985,,,,,8.807912,0,21.104965,8.443379,67.93239
Latvia,LVA,1986,,,,,8.873252,0,22.070303,10.654708,57.170307
Latvia,LVA,1987,,,,,10.938015,0,22.955198,9.755941,46.47371
Latvia,LVA,1988,,,,,8.873252,0,24.720257,9.792228,41.671085
Latvia,LVA,1989,,,,,10.663585,0,24.720257,7.9967875,41.656254
Libya,LBY,1965,,,,,,0,,,
Libya,LBY,1966,,,,,,0,,,
Libya,LBY,1967,,,,,,0,,,
Libya,LBY,1968,,,,,,0,,,
Libya,LBY,1969,,,,,,0,,,
Libya,LBY,1970,,,,,,0,,,
Libya,LBY,1971,,,,,,0,,,
Libya,LBY,1972,,,,,,0,,,
Libya,LBY,1973,,,,,,0,,,
Libya,LBY,1974,,,,,,0,,,
Libya,LBY,1975,,,,,,0,,,
Libya,LBY,1976,,,,,,0,,,
Libya,LBY,1977,,,,,,0,,,
Libya,LBY,1978,,,,,,0,,,
Libya,LBY,1979,,,,,,0,,,
Libya,LBY,1980,,,,,,0,,,
Libya,LBY,1981,,,,,,0,,,
Libya,LBY,1982,,,,,,0,,,
Libya,LBY,1983,,,,,,0,,,
Libya,LBY,1984,,,,,,0,,,
Libya,LBY,1985,,,,,,0,,,
Libya,LBY,1986,,,,,,0,,,
Libya,LBY,1987,,,,,,0,,,
Libya,LBY,1988,,,,,,0,,,
Libya,LBY,1989,,,,,,0,,,
Libya,LBY,1990,,,,,,0,,,
Libya,LBY,1991,,,,,,0,,,
Libya,LBY,1992,,,,,,0,,,
Libya,LBY,1993,,,,,,0,,,
Libya,LBY,1994,,,,,,0,,,
Libya,LBY,1995,,,,,,0,,,
Libya,LBY,1996,,,,,,0,,,
Libya,LBY,1997,,,,,,0,,,
Libya,LBY,1998,,,,,,0,,,
Libya,LBY,1999,,,,,,0,,,
Libya,LBY,2000,,,,,,0,,,
Libya,LBY,2001,,,,,,0,,,
Libya,LBY,2002,,,,,,0,,,
Libya,LBY,2003,,,,,,0,,,
Libya,LBY,2004,,,,,,0,,,
Libya,LBY,2005,,,,,,0,,,
Libya,LBY,2006,,,,,,0,,,
Libya,LBY,2007,,,,,,0,,,
Libya,LBY,2008,,,,,,0,,,
Libya,LBY,2009,,,,,,0,,,
Libya,LBY,2010,,,,,,0,,,
Libya,LBY,2011,,,,,,0,,,
Libya,LBY,2012,,,,,,0,,,
Libya,LBY,2013,,,,,,0,,,
Libya,LBY,2014,,,,,,0,,,
Libya,LBY,2015,,,,,,0,,,
Libya,LBY,2016,,,,,,0,,,
Libya,LBY,2017,,,,,,0,,,
Libya,LBY,2018,,,,,,0,,,
Libya,LBY,2019,,,,,,0,,,
Libya,LBY,2020,,,,,,0,,,
Libya,LBY,2021,,,,,,0,,,
Libya,LBY,2022,,,,,,0,,,
Lithuania,LTU,1990,0,0,0,0,1.2241936,48.33139,54.41444,9.271436,88.668465
Lithuania,LTU,1991,0,0,0,0,0.9994622,48.23775,56.32874,10.355351,97.529785
Lithuania,LTU,1992,0,0,0,0,0.9196236,41.53554,32.18021,4.853199,51.277847
Lithuania,LTU,1993,0,0,0,0,1.1620969,34.78793,17.404295,4.3030996,44.611813
Lithuania,LTU,1994,0,0,0,0,1.336559,21.865889,20.135017,3.572736,41.343018
Lithuania,LTU,1995,0,0,0,0,1.1029569,33.5451,23.596106,2.854002,37.539474
Lithuania,LTU,1996,0,0,0,0,0.9639786,39.56063,25.226633,2.622565,38.980484
Lithuania,LTU,1997,0,0,0,0,0.87231195,34.11828,23.28791,2.120149,38.5903
Lithuania,LTU,1998,0,0,0,0,1.2330644,38.459675,20.397856,1.8491699,44.21774
Lithuania,LTU,1999,0,0,0,0,1.2241936,27.98357,21.084026,1.5781912,35.94857
Lithuania,LTU,2000,0,0,0,0,1.0033064,23.889038,24.007809,1.0734489,28.06077
Lithuania,LTU,2001,0.0063844165,0,0,0,0.95624995,32.030495,24.966122,0.9745939,32.332253
Lithuania,LTU,2002,0.012768805,0,0,0,1.0309324,39.61035,25.24175,1.571213,29.934454
Lithuania,LTU,2003,0.022345414,0,0,0,0.94283026,43.091156,27.380508,2.029435,28.66815
Lithuania,LTU,2004,0.019153222,0.010277778,0,0.003457972,1.2117348,41.75927,27.311892,1.961981,30.585125
Lithuania,LTU,2005,0.022345414,0.03827778,0,0.005154139,1.2905405,28.40483,28.806347,2.1492238,33.126637
Lithuania,LTU,2006,0.079804994,0.224,0,0.038981944,1.1299102,23.621572,28.545835,2.9191298,33.058205
Lithuania,LTU,2007,0.17237917,0.61705554,0,0.30001056,1.1892974,26.680332,33.63512,2.901685,32.608067
Lithuania,LTU,2008,0.22026221,0.7131111,0,0.3683986,1.1293625,26.678562,30.19148,2.462071,35.369804
Lithuania,LTU,2009,0.32560474,0.5982778,0,0.44041082,1.1849478,29.083614,25.372007,1.9573288,31.071676
Lithuania,LTU,2010,0.4692539,0.5234889,0,0.62172973,1.4988124,0,28.981958,2.40741,31.254553
Lithuania,LTU,2011,0.5011761,0.5205444,0.00027586555,1.3103608,1.3238783,0,31.619642,2.787711,30.434248
Lithuania,LTU,2012,0.6959005,0.70277774,0.0063064443,1.4809194,1.1579194,0,30.87416,2.7179308,30.9647
Lithuania,LTU,2013,1.139617,0.68175554,0.12209861,1.6426094,1.4204876,0,25.171972,3.127307,30.099901
Lithuania,LTU,2014,1.2762433,0.7482778,0.19776416,1.7313844,1.0787628,0,24.01711,2.645825,29.46794
Lithuania,LTU,2015,1.4253192,0.7848611,0.197395,2.1821153,0.94146305,0,24.037651,2.121312,32.235332
Lithuania,LTU,2016,1.4023352,0.65645003,0.17802306,3.040847,1.2151076,0,21.41865,2.1492238,35.089043
Lithuania,LTU,2017,1.6075941,0.7087277,0.18096778,3.6294677,1.6031613,0,22.28886,2.3039029,36.324562
Lithuania,LTU,2018,1.733367,1.0841666,0.22912,3.0293577,1.1403084,0,22.38687,2.458582,38.73701
Lithuania,LTU,2019,1.7020832,1.1401666,0.24013695,3.9523768,0.910465,0,21.57156,2.308555,39.04023
Lithuania,LTU,2020,1.8964885,1.1950333,0.3382661,4.075213,0.78919995,0,23.60484,1.801487,36.593956
Lithuania,LTU,2021,2.1882558,1.4732444,0.49926195,3.563129,1.0040189,0,22.28184,2.1585279,36.981213
Lithuania,LTU,2022,0.92929417,1.3247322,0.53804886,3.9424224,1.2167252,0,16.07382,2.233781,37.407913
Lithuania,LTU,1985,,,,,1.1630625,26.898542,40.7919,9.457702,102.38193
Lithuania,LTU,1986,,,,,1.1369264,28.039692,40.878456,11.0072365,85.666695
Lithuania,LTU,1987,,,,,1.0715858,26.058355,42.69624,10.835299,94.00655
Lithuania,LTU,1988,,,,,1.1369264,36.353786,44.514023,10.923088,90.391785
Lithuania,LTU,1989,,,,,1.1369264,47.25115,47.240696,10.205695,92.738045
Low-income countries,,1968,,,,,,0,,,
Low-income countries,,1969,,,,,,0,,,
Low-income countries,,1970,,,,,,0,,,
Low-income countries,,1971,,,,,,0,,,
Low-income countries,,1972,,,,,,0,,,
Low-income countries,,1973,,,,,,0,,,
Low-income countries,,1974,,,,,,0,,,
Low-income countries,,1975,,,,,,0,,,
Low-income countries,,1976,,,,,,0,,,
Low-income countries,,1977,,,,,,0,,,
Low-income countries,,1978,,,,,,0,,,
Low-income countries,,1979,,,,,,0,,,
Low-income countries,,1980,,,,,,0,,,
Low-income countries,,1981,,,,,,0,,,
Low-income countries,,1982,,,,,,0,,,
Low-income countries,,1983,,,,,,0,,,
Low-income countries,,1984,,,,,,0,,,
Low-income countries,,1985,,,,,,0,,,
Low-income countries,,1986,,,,,,0,,,
Low-income countries,,1987,,,,,,0,,,
Low-income countries,,1988,,,,,,0,,,
Low-income countries,,1989,,,,,,0,,,
Low-income countries,,1990,,,,,,0,,,
Low-income countries,,1991,,,,,,0,,,
Low-income countries,,1992,,,,,,0,,,
Low-income countries,,1993,,,,,,0,,,
Low-income countries,,1994,,,,,,0,,,
Low-income countries,,1995,,,,,,0,,,
Low-income countries,,1996,,,,,,0,,,
Low-income countries,,1997,,,,,,0,,,
Low-income countries,,1998,,,,,,0,,,
Low-income countries,,1999,,,,,,0,,,
Low-income countries,,2000,,,,,,0,,,
Low-income countries,,2001,,,,,,0,,,
Low-income countries,,2002,,,,,,0,,,
Low-income countries,,2003,,,,,,0,,,
Low-income countries,,2004,,,,,,0,,,
Low-income countries,,2005,,,,,,0,,,
Low-income countries,,2006,,,,,,0,,,
Low-income countries,,2007,,,,,,0,,,
Low-income countries,,2008,,,,,,0,,,
Low-income countries,,2009,,,,,,0,,,
Low-income countries,,2010,,,,,,0,,,
Low-income countries,,2011,,,,,,0,,,
Low-income countries,,2012,,,,,,0,,,
Low-income countries,,2013,,,,,,0,,,
Low-income countries,,2014,,,,,,0,,,
Low-income countries,,2015,,,,,,0,,,
Low-income countries,,2016,,,,,,0,,,
Low-income countries,,2017,,,,,,0,,,
Low-income countries,,2018,,,,,,0,,,
Low-income countries,,2019,,,,,,0,,,
Low-income countries,,2020,,,,,,0,,,
Low-income countries,,2021,,,,,,0,,,
Low-income countries,,2022,,,,,,0,,,
Lower-middle-income countries,,1965,0,,0,0,90.21225,0,38.448574,451.96753,531.8171
Lower-middle-income countries,,1966,0,,0,0,94.551636,0,41.495853,449.15936,597.114
Lower-middle-income countries,,1967,0,,0,0,104.92228,0,46.484123,457.69238,624.54364
Lower-middle-income countries,,1968,0,,0,0,123.32189,0,50.33117,474.53784,682.64026
Lower-middle-income countries,,1969,0,,0,0,137.11504,2.0565786,66.087875,502.16974,733.3376
Lower-middle-income countries,,1970,0,,0,0,148.06938,3.7118735,84.5963,477.3174,786.47253
Lower-middle-income countries,,1971,0,,0,0,152.83582,2.8967662,91.36543,479.96863,832.37915
Lower-middle-income countries,,1972,0,,0,0,153.92014,3.197729,99.36187,502.11365,883.19183
Lower-middle-income countries,,1973,0,,0,0,160.20738,6.6211796,113.45791,503.79916,968.78406
Lower-middle-income countries,,1974,0,,0,0,160.00383,6.6086397,127.30141,569.16174,980.6725
Lower-middle-income countries,,1975,0,,0,0,183.99403,7.8124905,149.58356,625.75867,1067.2218
Lower-middle-income countries,,1976,0,,0,0,195.33112,9.003801,168.95468,647.6041,1130.3226
Lower-middle-income countries,,1977,0.0028375275,,0,0,213.95647,6.1822762,205.33461,680.3015,1256.8906
Lower-middle-income countries,,1978,0.008512555,,0,0,261.8813,6.897063,229.8519,653.75104,1325.3928
Lower-middle-income countries,,1979,1.8073266,,0,0,256.78302,6.8092813,297.80093,697.7915,1427.7377
Lower-middle-income countries,,1980,5.8022923,,0,0,265.61508,7.1729445,331.34775,725.9264,1456.9329
Lower-middle-income countries,,1981,11.222556,,0,0,280.18607,7.4739075,385.97705,813.6519,1528.6495
Lower-middle-income countries,,1982,11.210625,,0,0,257.5026,6.69642,438.17206,824.50775,1619.6838
Lower-middle-income countries,,1983,14.305629,,0,0,254.51236,9.505405,497.09265,872.0202,1757.5671
Lower-middle-income countries,,1984,15.498038,,0,0,279.87424,12.402172,521.34607,912.8433,1858.2133
Lower-middle-income countries,,1985,17.212166,,0,0,325.53857,165.15329,1728.7853,1972.507,2824.005
Lower-middle-income countries,,1986,16.167591,,0,0,331.72964,136.92549,1818.3062,2043.5354,2839.676
Lower-middle-income countries,,1987,14.025042,,0,0,336.26544,159.04625,1906.6995,2142.9363,2965.396
Lower-middle-income countries,,1988,14.953802,,0,0,370.89667,222.09795,2026.4087,2166.0027,2995.3616
Lower-middle-income countries,,1989,16.317938,,0,0,397.3328,200.49133,2124.8357,2184.1047,3111.4666
Lower-middle-income countries,,1990,20.20194,0,0,0.08960583,417.7803,235.4959,2495.48,2408.253,3313.468
Lower-middle-income countries,,1991,19.62614,0,0,0.3338736,442.98865,229.73828,2531.463,2385.3684,3340.82
Lower-middle-income countries,,1992,19.63647,0,0,0.26160473,441.61414,229.00487,2453.5024,2454.8596,3202.893
Lower-middle-income countries,,1993,19.98398,0,0,0.2802339,469.49466,232.32585,2276.6328,2424.505,3198.2742
Lower-middle-income countries,,1994,23.698923,0,0,0.56561273,495.78964,211.05743,2345.713,2325.2573,3247.4502
Lower-middle-income countries,,1995,25.486876,0,0.0029868612,1.4680564,488.2603,223.19641,2429.8984,2429.0503,3449.7666
Lower-middle-income countries,,1996,27.602919,0,0.017921139,2.5973601,482.74347,250.56764,2673.1316,2355.1152,3516.016
Lower-middle-income countries,,1997,31.411482,0,0.017921139,2.9215052,449.22128,255.25032,2625.5974,2456.1648,3757.1292
Lower-middle-income countries,,1998,38.746002,0,0.017921139,3.1994624,538.5461,246.87355,2672.3657,2542.7046,3793.1338
Lower-middle-income countries,,1999,46.62571,0,0.017921139,4.4340053,533.39954,240.82675,2962.4268,2546.3809,3913.173
Lower-middle-income countries,,2000,55.156044,0,0.022776816,5.2409678,493.08344,266.88293,3076.4133,2721.3977,4036.5322
Lower-middle-income countries,,2001,55.839573,0,0.037939336,7.4120383,496.22324,273.85614,3216.0002,2777.5242,4096.4287
Lower-middle-income countries,,2002,56.07531,9.225072,0.046215102,7.435164,485.38586,277.9572,3434.605,2882.9521,4141.3276
Lower-middle-income countries,,2003,56.858654,8.76603,0.059645604,9.15072,506.19586,282.33667,3571.408,3075.613,4186.259
Lower-middle-income countries,,2004,60.883488,9.482947,0.07123983,17.319841,609.4928,306.09067,3789.629,3206.7888,4403.7065
Lower-middle-income countries,,2005,58.438065,9.386308,0.08250962,19.574827,617.9978,299.55884,3953.5237,3485.7244,4498.24
Lower-middle-income countries,,2006,64.853165,9.79731,0.05851234,29.430023,679.3783,301.41248,4080.3164,3624.8787,4648.4517
Lower-middle-income countries,,2007,71.60892,11.666085,0.21741153,36.396584,710.2654,305.77472,4253.3047,3996.2202,4895.38
Lower-middle-income countries,,2008,82.138115,12.543262,0.25111827,44.72632,659.19116,288.03857,4386.184,4251.8564,5057.373
Lower-middle-income countries,,2009,90.60545,12.722952,0.32442588,50.427425,648.9297,274.10846,4517.45,4400.287,5163.2593
Lower-middle-income countries,,2010,98.15193,16.293373,0.61255497,60.80644,685.2988,305.6986,4826.867,4601.2856,5238.1733
Lower-middle-income countries,,2011,107.62363,19.076054,3.3722095,73.576454,754.9597,334.92212,5020.971,4878.61,5431.4375
Lower-middle-income countries,,2012,117.56857,22.289875,8.612774,83.24396,689.16296,335.3243,5016.6294,5201.765,5643.129
Lower-middle-income countries,,2013,123.35063,26.586683,11.881416,93.160706,835.9064,327.005,4943.5317,5376.29,5729.6406
Lower-middle-income countries,,2014,133.89159,35.68493,16.25861,104.4354,833.18274,342.6697,5096.903,5806.8184,5741.47
Lower-middle-income countries,,2015,156.10248,28.79005,21.353909,108.460594,788.7684,345.59424,5170.309,5970.308,5883.251
Lower-middle-income countries,,2016,141.88582,51.208023,39.649014,140.35262,812.5158,335.52594,5347.866,6184.7617,6187.411
Lower-middle-income countries,,2017,148.09848,45.659004,69.87265,166.78973,891.71405,352.58594,5540.039,6333.072,6363.948
Lower-middle-income countries,,2018,197.2132,61.59958,112.54187,195.99776,880.8044,354.3764,5789.749,6905.3184,6479.4775
Lower-middle-income countries,,2019,209.60161,89.05036,162.23799,214.8581,953.94684,363.63354,5891.0635,7243.495,6565.36
Lower-middle-income countries,,2020,219.95122,106.01028,224.32957,210.92339,960.84296,344.49774,5937.6987,6951.377,5936.7705
Lower-middle-income countries,,2021,241.24194,123.97569,294.4735,240.09344,945.20233,375.02255,6059.6846,7616.952,6148.687
Lower-middle-income countries,,2022,275.95557,140.28761,363.3742,255.2012,1015.0767,343.02457,5754.108,8131.5684,6671.5684
Luxembourg,LUX,1977,0.04149861,,,,0.23249333,0,4.39614,18.219559,16.632332
Luxembourg,LUX,1978,0.047883056,,,,0.2211975,0,4.835754,19.262768,16.749968
Luxembourg,LUX,1979,0.051075276,,,,0.24145584,0,5.0555606,21.39106,15.525216
Luxembourg,LUX,1980,0.047883056,,,,0.25501665,0,4.4499803,21.220097,12.98823
Luxembourg,LUX,1981,0.05745972,,,,0.2726403,0,3.443643,17.067024,12.481876
Luxembourg,LUX,1982,0.05745972,,,,0.2420886,0,2.857491,15.716782,12.346533
Luxembourg,LUX,1983,0.0542675,,,,0.23872666,0,2.710953,14.422362,11.758568
Luxembourg,LUX,1984,0.060651943,,,,0.25402915,0,2.9307601,16.419233,11.779353
Luxembourg,LUX,1985,0.05745972,,,,0.20583889,0,3.2098217,16.297117,12.517872
Luxembourg,LUX,1986,0.0542675,,,,0.25457028,0,3.1368713,14.482839,13.635571
Luxembourg,LUX,1987,0.07022861,,,,0.2959383,0,3.5745742,10.434436,15.456239
Luxembourg,LUX,1988,0.07342083,,,,0.27195442,0,3.7204754,10.640286,15.865759
Luxembourg,LUX,1989,0.060651943,,,,0.20717861,0,4.2311287,13.181441,17.436583
Luxembourg,LUX,1990,0.03991861,0,0,0,0.20698917,0,4.981477,12.797652,19.125217
Luxembourg,LUX,1991,0.044614166,0,0,0,0.24838722,0,5.1794853,12.1731205,22.283129
Luxembourg,LUX,1992,0.03757222,0,0,0,0.20698917,0,5.398337,11.46718,22.93275
Luxembourg,LUX,1993,0.04696361,0,0,0,0.19811833,0,5.6067667,11.848643,22.86836
Luxembourg,LUX,1994,0.04813833,0,0,0,0.2543011,0,5.648453,10.216955,22.842442
Luxembourg,LUX,1995,0.062225554,0,0,0,0.26021498,0,6.454912,5.7463827,21.410866
Luxembourg,LUX,1996,0.049313057,0,0,0,0.17741944,0,7.081096,5.4149275,22.176525
Luxembourg,LUX,1997,0.054008886,0,0,0.008870971,0.24543,0,7.255865,3.435502,23.158903
Luxembourg,LUX,1998,0.054484442,0,0,0.032526944,0.34005386,0,7.3264184,1.1432289,24.09103
